kepid;kepoi_name;kepler_name;koi_disposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_impact;koi_duration;koi_depth;koi_prad;koi_teq;koi_insol;koi_model_snr;koi_steff;koi_slogg;koi_srad;ra;dec;koi_kepmag
10729472;K04453.01;;FALSE POSITIVE;;1;0;0;0;357.13089;0.1365;13.04;330.5;1.62;246;0.87;11.8;5838;4.529;0.897;291.16476;48.052429;15.271
6200612;K04454.01;;FALSE POSITIVE;;1;0;0;0;370.50684;0.0647;12.132;418.6;2.06;277;1.39;8.8;6360;4.458;0.999;290.38583;41.552311;14.851
9777200;K04455.01;;FALSE POSITIVE;0;0;0;0;1;1.332580225;0.519;2.057;46.3;2.18;3111;22103.67;16.4;6858;3.731;3.096;294.51309;46.500759;13.922
5003670;K04524.01;Kepler-1962 b;CONFIRMED;1;0;0;0;0;7.99144696;0.94;3.639;145;1.53;901;155.95;12.8;5700;4.434;1.006;289.5484;40.1642;14.955
5200084;K03159.01;;FALSE POSITIVE;0;1;0;0;0;2.9039446;0.686;10.542;13.1;1.17;2637;11446.75;32;7846;3.829;3.05;295.33606;40.392132;9.162
4144873;K07686.01;;FALSE POSITIVE;0.348;1;0;0;0;68.538296;0.002;3.627;1087;25.77;1031;267.17;11.3;4687;2.613;8.123;288.03705;39.208988;13.983
9171886;K04525.01;;FALSE POSITIVE;;1;0;0;0;369.7985;0.1382;12.564;1106.4;2.53;225;0.61;11.1;5680;4.582;0.757;297.81274;45.508678;15.696
3337061;K03172.02;;FALSE POSITIVE;;1;0;1;0;6.5588346;0.7173;3.034;41.2;0.7;973;211.64;8.1;5780;4.438;1;290.03314;38.426861;10.609
5696918;K04594.01;;FALSE POSITIVE;0;0;1;1;1;0.643007769;0.012;0.69;68.1;0.35;1070;311.13;10.3;3925;4.825;0.421;289.07382;40.977531;14.8
8487838;K04596.01;;FALSE POSITIVE;0;0;0;1;1;1.061937837;0.125;2.31;52;0.68;1757;2252.16;16.3;5893;4.505;0.941;288.95825;44.577999;14.171
8937762;K04668.01;;FALSE POSITIVE;0.978;0;1;0;0;15.07277287;0.891;0.7794;345;1.73;635;38.57;13;5521;4.594;0.771;285.21283;45.2514;14.269
2720828;K04669.01;;FALSE POSITIVE;;0;0;1;0;1.71659304;0.1534;1.154;138;1.17;1607;1577.89;9.5;6192;4.467;0.987;293.14069;37.994469;14.971
8652577;K04458.01;;FALSE POSITIVE;0.156;0;0;1;0;358.818895;0.825;2.503;666.1;2.66;262;1.11;11.5;6056;4.47;0.918;300.29211;44.731041;13.919
8804937;K04459.01;;FALSE POSITIVE;;1;0;0;0;181.3537;0.5983;16.19;455;2.11;317;2.39;11.7;5900;4.509;0.951;285.43997;45.011559;15.914
11912987;K04461.01;;FALSE POSITIVE;0;0;0;1;1;3.74786694;0.49;3.632;80.9;0.89;1176;451.72;19.1;5957;4.498;0.971;291.00818;50.255589;13.567
4136659;K07683.01;;FALSE POSITIVE;0;0;1;1;0;0.913244995;0.286;0.4931;47.8;0.77;1967;3541.46;10.2;5923;4.402;1.049;284.91156;39.298618;13.343
3438976;K04527.01;;FALSE POSITIVE;0;0;0;1;1;2.97599368;0.243;4.023;55;0.79;1395;894.1;13;6202;4.394;1.055;290.12021;38.534821;14.11
6610064;K04529.01;;FALSE POSITIVE;0;0;1;1;0;0.584148495;0.584;1.6192;66.2;0.87;2130;4882.9;21.9;5427;4.347;1.031;292.97867;42.056492;13.949
5476671;K04598.01;;FALSE POSITIVE;0;1;0;1;0;0.824180121;1.171;2.839;208.1;17.8;1912;3155.32;39.7;5977;4.514;0.883;298.75528;40.665218;14.638
7335972;K04599.01;;FALSE POSITIVE;0;1;0;1;0;0.579770948;0.946;1.0377;467.9;2.4;1953;3425.06;44.3;5561;4.561;0.854;281.04361;42.975761;15.298
2694632;K04600.01;;FALSE POSITIVE;0;1;0;0;0;0.92225589;0.992;4.227;33;1.29;2206;5614.19;7.1;5631;4.114;1.485;286.37338;37.919003;12.352
5428471;K04671.01;;FALSE POSITIVE;0;0;0;1;1;0.75499096;0.322;2.485;215.8;1.39;1949;3403.34;9.9;5743;4.466;0.946;284.34848;40.690659;15.708
7283710;K04672.01;;FALSE POSITIVE;;1;0;0;0;353.40191;0.4702;6.681;948;2.35;202;0.39;9.1;4957;4.561;0.763;292.32425;42.88496;15.687
10794509;K04673.01;;FALSE POSITIVE;;1;0;1;1;1.428596987;0.7017;2.1401;50;1.62;2637;11425.1;26.1;6745;3.901;2.144;290.73431;48.16341;12.619
2576224;K04465.01;;FALSE POSITIVE;;0;0;1;1;2.21701025;0.0662;2.148;29.4;1.16;2371;7467.21;11.7;7524;4.067;2.092;291.54626;37.817749;12.734
3967501;K07677.01;;FALSE POSITIVE;0;0;1;0;0;43.0759115;1.256;90.95;3452;213.46;1032;268.5;323.1;4766;2.919;5.915;294.88538;39.084202;9.927
6437226;K04531.01;;FALSE POSITIVE;;1;0;0;0;372.62637;0.5353;18.52;542;2.38;258;1.05;11.9;6014;4.486;0.993;289.94693;41.802818;15.412
2710623;K04532.01;;FALSE POSITIVE;0;0;0;1;0;1.02087831;0.148;2.429;33.4;0.64;1903;3115.14;9.9;5750;4.337;1.106;290.89783;37.972778;14.103
3330684;K04533.01;;FALSE POSITIVE;0.001;0;0;1;0;1.26132769;0.289;1.244;109.7;0.14;447;9.46;9.9;2900;5.224;0.132;288.11703;38.437733;15.918
2696703;K03161.01;;FALSE POSITIVE;0;0;1;0;0;6.09406648;1.235;2.085;3027;54.54;1417;953.63;19;6785;4.162;1.666;287.0574;37.991367;9.58
7699298;K04534.01;;FALSE POSITIVE;0;0;1;0;1;1.1578141;0.564;3.253;54.8;1.24;2133;4895.77;27.8;5412;3.941;1.629;296.97321;43.394669;13.548
7115661;K03174.01;;FALSE POSITIVE;0;1;0;0;0;0.566800926;0.971;4.407;264.5;2.19;2200;5563.01;63.2;5780;4.438;1;291.12354;42.663353;10.624
2853889;K04604.01;;FALSE POSITIVE;;0;0;1;0;24.1876477;1.8212;2.654;194.8;118.8;782;88.31;11.4;6437;4.273;1.31;291.75128;38.034431;13.544
4845862;K04606.01;;FALSE POSITIVE;0.002;0;0;1;0;2.44926655;0.253;2.988;108.2;0.76;1033;269.06;10.7;4840;4.551;0.749;294.60608;39.920361;15.238
10130057;K04675.01;;FALSE POSITIVE;0;0;0;1;1;2.17812826;0.344;2.601;100.8;0.81;1206;500.27;10.4;5426;4.579;0.805;287.14621;47.183529;15.613
9838608;K04677.01;;FALSE POSITIVE;0;0;0;1;1;1.33259494;0.104;2.783;92.7;0.89;1665;1814.46;7.8;6063;4.51;0.918;294.88477;46.646591;15.165
4247811;K04678.01;;FALSE POSITIVE;0;0;0;1;1;2.05048377;0.013;3.67;60.5;0.66;1339;761.65;14.3;5568;4.451;0.854;287.17123;39.388329;14.352
6543645;K04679.01;;FALSE POSITIVE;0;0;0;1;1;1.19550618;0.483;3.337;26.9;0.78;2152;5062.04;13.3;6088;4.15;1.463;297.53574;41.940571;13.45
8738244;K03157.01;;FALSE POSITIVE;0;1;0;0;0;0.683082998;0.694;4.409;143.3;9.92;6757;492690.35;26.1;8247;3.17;7.762;284.49561;44.988121;8.163
4157052;K04468.01;;FALSE POSITIVE;0;1;0;1;0;0.791771167;1.224;2.4463;509.2;82.71;3419;32163.04;82.4;6218;3.678;3.07;291.48654;39.211723;13.852
10006641;K04469.01;;FALSE POSITIVE;0;0;1;0;0;0.894172544;0.162;0.8302;86.2;0.68;1461;1070.89;16.9;4982;4.591;0.736;289.75653;46.952888;14.251
10815916;K04470.01;;FALSE POSITIVE;0.002;0;0;1;0;1.68207624;0.56;1.519;54.7;1.01;1980;3646.1;11.1;6495;4.191;1.311;298.23792;48.175758;13.753
3547760;K04535.01;;FALSE POSITIVE;0.981;0;0;1;0;9.8480917;0.127;3.079;141.9;0.88;711;60.47;9.7;5289;4.546;0.748;292.25284;38.60899;14.791
7281484;K04536.01;;FALSE POSITIVE;0;1;0;0;1;0.566800593;0.2;3.909;12.3;0.48;2783;14091.55;10.4;6476;4.255;1.353;291.61011;42.810459;12.318
4848115;K04537.01;;FALSE POSITIVE;0.002;0;0;1;0;0.969602551;0.415;1.728;111;0.69;1334;750.09;10.4;4856;4.643;0.66;295.14267;39.93071;15.522
5991765;K04538.01;;FALSE POSITIVE;0;0;0;1;0;9.25801294;0.186;2.854;88.1;1.73;1229;539.51;12.9;6200;3.977;1.834;299.51422;41.220589;13.49
3962872;K04539.01;;FALSE POSITIVE;0;0;1;1;1;25.9554044;0.952;8.491;122.7;1.46;656;43.9;11.6;6058;4.408;1.038;293.72696;39.0368;14.145
11912911;K04607.01;;FALSE POSITIVE;0;0;0;1;1;3.74788208;0.09;4.183;153.4;0.94;979;216.97;13.6;5340;4.593;0.777;290.96017;50.284679;15.527
7045435;K04608.01;;FALSE POSITIVE;0;1;0;0;0;0.93479255;1.2;4.5838;247.5;24.75;2040;4108.03;78.3;6018;4.33;1.053;295.18976;42.523319;14.198
2972800;K04609.01;;FALSE POSITIVE;;1;0;1;0;361.43653;0.2175;9.08;271.9;1.56;268;1.22;10.8;6028;4.398;0.938;286.78522;38.151642;13.791
8573168;K04610.01;;FALSE POSITIVE;0.001;0;0;1;0;0.89628253;0.176;1.397;86.4;0.76;1670;1848.85;13;5561;4.572;0.818;296.50925;44.625912;15.248
10801249;K04611.01;;FALSE POSITIVE;0;0;0;0;1;1.67495622;0.399;2.994;35.9;0.77;1843;2732.19;15.3;6323;4.296;1.263;293.4678;48.12608;13.363
3857860;K04681.01;;FALSE POSITIVE;0;0;0;1;0;8.2344072;0.812;2.808;59.2;1.49;1263;601.05;11.5;6148;3.964;1.741;293.44537;38.929588;12.88
5024252;K04682.01;;FALSE POSITIVE;;0;0;1;1;2.15052332;0.0303;3.447;115.5;1.17;1410;934.17;11;5780;4.438;1;295.29333;40.183308;13.322
7430876;K03193.01;;FALSE POSITIVE;0;0;1;1;0;32.6122381;1.252;2.886;1321.4;31.96;570;24.92;19.6;5780;4.438;1;287.07892;43.068771;11.486
4843592;K04683.01;;FALSE POSITIVE;0;1;0;1;0;0.967073359;1.222;2.4875;773.5;28.15;1867;2870.56;92.4;5755;4.402;1.022;294.02347;39.92408;15.12
9602775;K04684.01;;FALSE POSITIVE;0;0;0;1;1;3.5564279;0.359;6.998;131.4;0.8;972;211.41;12.3;5404;4.638;0.694;297.19739;46.22826;15.927
8955709;K04471.01;;FALSE POSITIVE;0;1;0;1;0;0.942997994;0.153;1.1658;539.2;1.56;1283;639.03;29.2;4499;4.59;0.693;292.8598;45.205791;15.878
7031430;K04472.01;;FALSE POSITIVE;0;1;0;1;1;0.566796775;0.974;5.471;144.1;0.61;931;176.94;32.2;3453;4.892;0.358;291.08929;42.590969;15.51
7133294;K04473.01;Kepler-1607 b;CONFIRMED;0.334;0;0;0;0;13.6471211;0.617;8.331;75;1.25;913;164.06;14.7;5771;4.106;1.382;296.05984;42.65604;13.897
4381429;K04474.01;Kepler-1608 b;CONFIRMED;0.972;0;0;0;0;16.473474;0.014;4.201;470.5;1.63;612;33.22;13;5364;4.529;0.754;295.56357;39.417599;15.889
11912916;K04475.01;;FALSE POSITIVE;0;0;0;1;1;3.74788322;0.544;3.45;242.6;1.32;1031;266.76;16.3;5514;4.569;0.826;290.96243;50.272629;15.817
12108293;K04540.01;;FALSE POSITIVE;0;0;1;1;1;0.705455349;0.447;2.469;74.9;0.64;1693;1936.09;18;5383;4.614;0.736;289.94019;50.652771;14.837
5301093;K07724.01;;FALSE POSITIVE;0;1;0;0;0;488.67353;0.432;12.35;691;2.03;188;0.3;8.2;5218;4.596;0.772;298.12234;40.462349;15.747
9640946;K04542.01;;FALSE POSITIVE;0;0;0;1;1;1.08906057;0.29;2.743;76.2;0.75;1511;1235.96;10.4;5087;4.463;0.881;287.97504;46.35326;14.959
9776186;K04543.01;;FALSE POSITIVE;0.281;0;0;1;0;1.48922187;0.393;1.882;613.6;2.5;1594;1524.19;10.8;5780;4.438;1;294.15503;46.575706;17.352
9752973;K03162.01;;FALSE POSITIVE;0;0;1;0;1;0.716709761;0.986;0.6969;68.4;1.42;2394;7725.24;21.2;6109;4.229;1.173;282.19479;46.522888;10.047
8044600;K04612.01;;FALSE POSITIVE;0;0;0;1;0;4.1083812;0.148;3.279;352.8;1.62;1058;295.63;11.4;5730;4.545;0.87;296.90204;43.839821;15.771
10220837;K04613.01;Kepler-1963 b;CONFIRMED;0.934;0;0;0;0;1.962282625;0.169;1.45;68.3;0.81;1448;1038.36;12.9;5726;4.418;0.979;296.58755;47.207161;13.885
10991239;K03178.01;;FALSE POSITIVE;;1;0;0;0;0.523629052;0.045;3.443;122;46.33;9801;2181689.59;61.4;4136;1.392;44.448;298.23517;48.49789;10.863
9345819;K04615.01;;FALSE POSITIVE;0;1;0;0;1;1.04588635;0.204;2.833;102.7;1.1;1972;3582.91;13.2;6249;4.428;1.076;293.21414;45.82597;15.805
9180566;K04616.01;;FALSE POSITIVE;;1;0;0;0;51.31346091;;3.94;;;;;;;;;300.1965;45.513931;13.888
11092040;K04687.01;;FALSE POSITIVE;;1;0;0;0;419.92898;0.0299;14.55;233.5;1.51;255;1;7.5;6047;4.431;0.988;295.53461;48.677391;14.755
4851145;K04688.01;;FALSE POSITIVE;0;0;0;1;1;1.23521458;0.458;0.918;89.5;0.93;1713;2032.78;5;5999;4.494;0.959;295.82114;39.975479;15.637
10292540;K04689.01;;FALSE POSITIVE;0;0;1;1;0;1.085229874;0.439;0.652;238.1;1.37;1632;1675.45;7.6;5713;4.554;0.851;298.15717;47.331268;15.959
3732894;K04476.01;;FALSE POSITIVE;0;0;0;1;1;1.540379557;0.329;2.026;76.9;0.81;1581;1481.09;14.6;5812;4.408;0.914;286.94647;38.885189;14.298
6278762;K03158.01;Kepler-444 b;CONFIRMED;1;0;0;0;0;3.60011712;0.025;2.396;50.2;0.5;938;182.81;21.6;5051;4.562;0.721;289.75229;41.634605;8.717
6276791;K04477.02;Kepler-1958 b;CONFIRMED;0.973;0;0;0;0;9.32867952;0.035;1.572;354.4;1.62;806;99.6;12.7;5749;4.547;0.864;289.10422;41.69014;15.466
8636600;K04478.01;Kepler-1959 b;CONFIRMED;1;0;0;0;0;6.38671206;0.015;1.201;223.7;1.19;811;102.25;11.6;5071;4.505;0.811;296.02225;44.732658;14.58
10220950;K04544.01;;FALSE POSITIVE;0;0;0;1;0;158.348345;3.655;10.55;899;372.86;409;6.61;17.6;6521;4.352;1.276;296.62296;47.291142;15.028
10342316;K04547.01;;FALSE POSITIVE;0;1;0;1;1;0.93376962;1.142;7.023;125.8;16.3;1937;3343.62;28.5;6056;4.448;0.975;292.93661;47.499931;15.318
5305399;K07725.01;;FALSE POSITIVE;0;1;0;1;1;322.48381;0.938;22.99;1023.4;3.5;259;1.06;27;5968;4.534;0.881;298.93066;40.419102;14.76
12021811;K04905.01;;FALSE POSITIVE;0;1;0;1;0;0.739404894;0.077;1.753;246.8;0.94;1256;589.06;21;4205;4.635;0.624;296.09058;50.408772;15.962
3962684;K04908.01;;FALSE POSITIVE;0;0;1;1;1;25.94964132;0.945;11.6411;67.8;2.06;753;76.14;7.6;5109;3.873;1.922;293.68207;39.01112;13.956
4730442;K07702.01;;FALSE POSITIVE;0;0;0;1;0;1.71051215;0.057;1.284;42.2;1.04;2004;3820.16;11.2;5925;3.989;1.589;286.112;39.80323;13.095
9447166;K03296.01;Kepler-1459 b;CONFIRMED;0.956;0;0;0;0;62.869463;0.954;6.842;341.7;1.96;349;3.51;16.2;4762;4.535;0.781;282.42303;46.014019;14.591
9643043;K03297.01;;FALSE POSITIVE;0;0;1;1;0;84.8062818;1.265;9.0006;9936;36.51;388;5.33;121.6;5735;4.525;0.853;289.15082;46.344151;15.808
8151055;K03298.01;Kepler-1460 b;CONFIRMED;0.99;0;0;0;0;29.9632816;0.855;2.6;893.2;2.24;391;5.55;17.7;4463;4.623;0.638;285.5578;44.010792;15.947
7177555;K03299.01;;FALSE POSITIVE;0;0;1;1;1;17.99643716;1.122;4.164;36923;30.08;468;11.31;123.5;4438;4.606;0.666;283.01282;42.723679;14.845
3348082;K01196.02;Kepler-274 b;CONFIRMED;0.971;0;0;0;0;11.63486009;0.053;5.466;292.3;2.61;961;201.96;18.4;5570;4.066;1.548;292.92276;38.47728;15.035
10615440;K04765.01;Kepler-1622 b;CONFIRMED;0.919;0;0;0;0;10.8118317;0.896;2.627;76.8;1.24;922;170.74;9.5;6025;4.331;1.196;297.32889;47.815472;13.385
5802292;K04767.01;;FALSE POSITIVE;0;0;0;1;1;1.208528832;0.039;1.336;180.8;1.25;1725;2084.15;10.6;6072;4.51;0.923;295.10959;41.07579;15.912
5126932;K07718.01;;FALSE POSITIVE;0.116;1;0;0;0;208.1871179;0.321;2.5404;394.7;1.99;307;2.1;4.2;5780;4.438;1;298.46381;40.216812;12.793
10034146;K04835.01;;FALSE POSITIVE;0;1;0;1;0;0.93198504;1.19;2.0472;326.6;17.72;1647;1734.47;44.5;5470;4.509;0.777;299.52527;46.917549;14.477
4175105;K04836.01;;FALSE POSITIVE;0;1;0;1;0;0.60818508;1.835;0.909;144.7;96.03;2298;6637.9;18.9;5981;4.372;1.043;295.58548;39.299259;14.538
2437897;K04909.01;;FALSE POSITIVE;0;0;0;1;0;1.65320144;0.148;1.525;132.1;0.74;1059;296.8;6.7;4544;4.609;0.661;290.26178;37.787189;15.762
9307966;K04910.01;;FALSE POSITIVE;0.072;0;0;1;0;3.37487541;0.389;3.085;53.8;0.75;1287;649.96;8.3;6181;4.464;1.006;300.75897;45.71788;13.858
5556726;K03223.01;;FALSE POSITIVE;0;0;1;1;1;0.962825082;0.088;2.8464;118.1;5.18;3265;26811.24;40.7;4898;3.212;4.928;297.62054;40.76302;12.173
2554853;K04911.01;;FALSE POSITIVE;;1;0;0;0;309.494217;0.0542;13.716;292;2.79;399;6.01;14.5;6908;4.085;1.614;286.0275;37.89447;12.512
7889486;K03300.01;;FALSE POSITIVE;0;1;1;1;1;24.2382519;0.82;2.703;465.5;2.19;597;29.92;11.3;5763;4.527;0.904;291.28296;43.608238;15.752
7889486;K03300.02;;FALSE POSITIVE;0;0;1;1;1;24.2416103;0.069;5.137;323.4;1.61;596;29.92;10.8;5763;4.527;0.904;291.28296;43.608238;15.752
8233802;K03302.01;;FALSE POSITIVE;0.001;0;0;1;0;69.3788597;0.539;3.807;530.4;2.07;421;7.4;16.8;5806;4.529;0.874;291.97253;44.12999;14.854
7510820;K03303.01;Kepler-1461 b;CONFIRMED;0.979;0;0;0;0;29.3493852;0.75;4.313;659.2;2.02;451;9.81;20.3;4987;4.613;0.722;285.83047;43.198391;15.689
6116035;K04769.01;;FALSE POSITIVE;;1;0;0;0;449.57274;0.2059;9.328;221.4;3.08;333;2.89;14.1;5691;3.842;2.079;289.43906;41.492977;13.679
8958359;K04770.01;;FALSE POSITIVE;;1;0;0;0;245.059374;0.0927;9.549;165;1.63;356;3.81;15.1;6036;4.127;1.265;293.81812;45.20153;12.854
7983117;K03214.01;Kepler-1988 b;CONFIRMED;1;0;0;0;0;11.49500229;0.911;7.602;51.4;1.53;1105;351.79;22.9;6033;3.985;1.788;298.67377;43.795479;12.014
5480884;K04841.01;;FALSE POSITIVE;0;1;0;0;0;0.708726708;0.28;0.753;313.6;0.92;1302;684.35;13.4;4607;4.733;0.515;299.54672;40.681911;15.986
12506417;K04842.01;;FALSE POSITIVE;;1;0;0;0;283.72675;0.3461;15.49;84.6;1.18;341;3.2;9.3;6496;4.301;1.257;289.08319;51.47406;12.768
10187563;K04843.01;;FALSE POSITIVE;0;1;0;0;0;373.60683;0.588;8.752;534.8;2.5;271;1.28;9.3;6184;4.448;1.038;281.86789;47.256649;15.256
5544450;K03226.01;;FALSE POSITIVE;0.996;1;0;0;0;4.29388808;0.272;3.618;110.6;1.68;1532;1302.16;17.9;6615;4.173;1.574;294.89734;40.798168;12.209
9307105;K03304.01;;FALSE POSITIVE;0;0;1;1;0;13.5437884;1.269;5.7076;6608.7;32.21;658;44.22;114.4;5463;4.582;0.794;300.49106;45.796909;15.023
6880517;K03305.01;Kepler-1462 b;CONFIRMED;0.97;0;0;0;0;65.6491001;0.038;7.298;983.9;2.52;390;5.48;20.5;5436;4.573;0.819;296.39752;42.396919;15.858
6615511;K03306.01;Kepler-1463 b;CONFIRMED;1;0;0;0;0;25.1593389;0.035;5.198;358.1;1.76;619;34.7;13.1;5973;4.506;0.935;294.4873;42.00692;15.759
3632089;K03308.01;Kepler-1464 b;CONFIRMED;1;0;0;0;0;31.7787564;0.29;8.093;262;1.5;564;23.96;25.9;5638;4.391;0.928;287.23569;38.754162;14.159
9959494;K03205.01;;FALSE POSITIVE;0;0;1;1;1;1.332568744;0.751;3.755;24.1;0.58;1941;3346.25;29.1;6620;4.411;1.081;295.19992;46.814621;11.834
8397947;K04772.02;Kepler-1705 b;CONFIRMED;;0;0;0;0;9.0194714;0.2805;5.92;191.6;1.07;789;91.74;7.2;5775;4.59;0.768;301.57855;44.31218;15.514
11456405;K04845.01;;FALSE POSITIVE;0;0;0;1;1;0.814278961;0.451;2.087;72;0.76;1762;2284.94;13;5537;4.539;0.886;292.50577;49.331959;15.367
4544684;K04847.01;;FALSE POSITIVE;0;0;1;1;1;2.1890751;0.048;2.365;94.8;0.87;1399;906.2;12.6;6077;4.526;0.891;285.92587;39.669209;14.92
8975368;K03227.01;;FALSE POSITIVE;0;0;0;1;0;2.42649862;0.673;2.014;29.2;0.75;1638;1705.27;15.2;6033;4.176;1.316;298.40298;45.29723;12.222
9291039;K03230.01;;FALSE POSITIVE;0;1;0;0;0;8.80854183;0.993;34.7564;174.7;2.69;1000;236.05;137.3;6017;4.3;1.21;295.71942;45.747559;12.239
5168498;K07719.01;;FALSE POSITIVE;0.083;1;0;0;0;219.74735;0.097;22.48;190.4;3.24;427;7.82;12.7;5127;3.602;2.38;285.28674;40.342339;12.821
10489539;K03231.01;;FALSE POSITIVE;0;1;0;1;0;19.7639874;0.489;12.319;51.3;1.19;900;155.45;13.5;6195;4.072;1.617;298.35858;47.638592;12.25
9569711;K03232.01;Kepler-1912 b;CONFIRMED;0.996;0;0;0;0;6.05919881;0.438;1.365;154.2;1.21;976;214.55;11.7;5734;4.462;0.962;282.11783;46.22393;12.253
12314973;K00279.03;Kepler-450 d;CONFIRMED;0.984;0;0;0;0;7.5143967;0.399;4.865;36.3;0.96;1199;488.52;9.8;6206;4.159;1.573;295.48651;51.0135;11.684
3348082;K01196.03;Kepler-274 c;CONFIRMED;0.912;0;0;0;0;33.1981761;0.826;4.709;336.7;3.21;678;49.9;11.8;5570;4.066;1.548;292.92276;38.47728;15.035
3632089;K03308.02;Kepler-1464 c;CONFIRMED;0.96;0;0;0;0;5.32784157;0.116;4.696;87.2;0.86;1023;259.32;15.9;5638;4.391;0.928;287.23569;38.754162;14.159
12735830;K03311.01;Kepler-1465 b;CONFIRMED;1;0;0;0;0;31.827649;0.785;1.639;520;4.98;668;47.21;16.4;4774;3.838;1.954;289.81934;51.90485;14.41
6592335;K04777.01;Kepler-1971 b;CONFIRMED;;0;0;0;0;0.824000125;0.7697;0.855;183.1;0.42;746;73.09;12.3;3396;4.991;0.28;287.26215;42.03231;15.896
5651829;K04778.01;;FALSE POSITIVE;0.965;0;0;1;0;0.772152075;1.009;1.78;43.6;4.44;2966;18277.6;13.6;5951;3.787;2.08;299.46524;40.89109;13.308
9094763;K04779.01;;FALSE POSITIVE;0;0;1;1;0;1.08469871;0.672;4.077;124;1.11;1757;2247.25;16.9;5942;4.506;0.938;293.98932;45.48415;15.824
10338279;K03216.01;;FALSE POSITIVE;0;0;1;0;0;5.660274452;1.092;0.9077;414.1;11.02;950;192.77;26.4;5615;4.478;0.842;291.37064;47.435509;12.049
4851239;K04851.01;;FALSE POSITIVE;0;0;0;1;1;1.23512429;0.556;4.22;15.2;0.38;1642;1722.78;15.7;5798;4.507;0.941;295.84006;39.931221;11.438
5009688;K07713.01;;FALSE POSITIVE;0.198;1;0;0;0;1.381257093;0.351;1.125;92.3;1.1;1728;2110.47;11;5861;4.385;1.131;291.38626;40.18026;14.943
10057494;K03234.01;Kepler-1443 b;CONFIRMED;0.993;0;0;0;0;2.41810158;0.016;2.144;46.8;0.85;1602;1555.96;13.4;6258;4.307;1.239;283.43576;47.06686;12.278
6587796;K03237.01;Kepler-1444 b;CONFIRMED;0.999;0;0;0;0;33.4203001;0.789;5.307;436.6;2.46;581;27.02;8.9;5731;4.372;1.066;285.33063;42.040428;12.325
9489953;K03238.01;;FALSE POSITIVE;0;1;0;0;0;58.3437362;1.246;22.482;1266.8;93.55;779;87.03;75;5896;3.65;3.006;300.02124;46.090778;12.33
5305240;K03239.01;;FALSE POSITIVE;0;0;0;1;0;1.070982122;0.563;1.255;43.4;0.98;2122;4811.39;9;5717;4.109;1.433;298.89642;40.477009;12.334
9838060;K03314.01;;FALSE POSITIVE;0;0;1;0;0;23.81578356;0.958;3.7591;4856.7;8.4;560;23.2;71;5561;4.572;0.818;294.66592;46.665852;16.029
8554701;K03315.01;Kepler-1466 b;CONFIRMED;0.974;0;0;0;0;31.1748311;0.016;3.79;200.2;1.31;585;27.62;17;6086;4.511;0.921;289.83121;44.609859;13.926
5389632;K07726.01;;FALSE POSITIVE;0.005;0;0;1;0;0.474811162;0.44;1.169;205.2;1.28;2206;5603.32;17.4;5799;4.539;0.878;298.48325;40.585949;15.733
9031209;K03316.01;Kepler-1467 b;CONFIRMED;0.996;0;0;0;0;47.0568476;0.027;5.2232;1531.2;2.84;411;6.72;38;5288;4.613;0.74;295.04855;45.342682;15.549
5951416;K04781.01;;FALSE POSITIVE;;1;0;0;0;367.73299;0.0064;10.158;503.9;2.1;266;1.19;11.2;6225;4.481;0.931;288.97574;41.279121;14.892
4645833;K04783.01;;FALSE POSITIVE;0;1;0;1;0;0.743495989;1.144;2.255;172.8;11.82;1617;1612.65;26;5345;4.639;0.686;289.07837;39.70882;15.222
8940918;K04784.01;;FALSE POSITIVE;0;0;0;1;0;1.405887031;0.364;1.184;216;0.95;1086;329.99;13.8;4440;4.618;0.653;286.7695;45.234131;15.643
9827596;K04855.01;;FALSE POSITIVE;0;0;0;1;1;1.45728997;0.749;3.582;71.3;0.93;1665;1818.19;15.5;6063;4.476;1.012;290.36142;46.661331;14.561
6206559;K03240.01;;FALSE POSITIVE;0;0;1;1;1;1.245331397;0.649;2.566;38.1;1.61;2678;12115.45;26.5;6106;3.781;2.477;292.34503;41.585289;12.341
5024429;K07714.01;;FALSE POSITIVE;0;0;0;1;1;1.52593737;0.681;1.958;159.1;1.39;1697;1963.41;9.6;6184;4.448;1.038;295.31754;40.190639;14.943
9532117;K03241.01;;FALSE POSITIVE;0;0;1;1;1;8.21429932;0.667;3.099;70.7;1.66;1312;701.11;19.7;6277;3.951;1.869;294.17792;46.191711;12.344
6928906;K03242.01;;FALSE POSITIVE;0;0;1;0;0;1.54945486;0.228;6.698;21.8;1.34;3006;19304.93;20.9;7382;3.838;2.804;284.45609;42.439831;12.374
9821151;K03243.01;;FALSE POSITIVE;0;0;1;0;1;8.42943991;0.82;2.441;89.1;1.19;1029;265.39;19.7;6353;4.375;1.132;286.85983;46.625511;12.385
8073705;K03245.01;Kepler-1445 b;CONFIRMED;0.973;0;0;0;0;10.60052083;0.729;4.509;60.9;1.09;987;224.28;17.4;6035;4.212;1.303;280.24945;43.915058;12.405
8330548;K01132.02;;FALSE POSITIVE;;1;1;0;0;0.9570701;;2.75;;;;;;;;;301.01672;44.233841;14.446
